00000059.wav	Male	Yes	music	I want to listen to all Beyonce songs	[IN:PLAY_MUSIC I want to listen to all [SL:MUSIC_ARTIST_NAME Beyonce ] [SL:MUSIC_TYPE songs ] ]
00000058.wav	Male	Yes	music	Play me Kissing Strangers by DNCE	[IN:PLAY_MUSIC Play me [SL:MUSIC_TRACK_TITLE Kissing Strangers ] by [SL:MUSIC_ARTIST_NAME DNCE ] ]
00000057.wav	Male	Yes	music	play video game orchestra music	[IN:PLAY_MUSIC play [SL:MUSIC_GENRE video game orchestra ] [SL:MUSIC_TYPE music ] ]
00000056.wav	Male	Yes	music	Can you play that last song again	[IN:PREVIOUS_TRACK_MUSIC Can you play that [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] again ]
00000055.wav	Male	Yes	music	Loop this song	[IN:LOOP_MUSIC Loop this [SL:MUSIC_TYPE song ] ]
00000054.wav	Male	Yes	music	play fire by ed sheeran	[IN:PLAY_MUSIC play [SL:MUSIC_TRACK_TITLE fire ] by [SL:MUSIC_ARTIST_NAME ed sheeran ] ]
00000053.wav	Male	Yes	music	go to next song	[IN:SKIP_TRACK_MUSIC go to [SL:ORDINAL next ] [SL:MUSIC_TYPE song ] ]
00000052.wav	Male	Yes	music	I want to listen to Adele s latest album	[IN:PLAY_MUSIC I want to listen to [SL:MUSIC_ARTIST_NAME Adele ] s latest [SL:MUSIC_TYPE album ] ]
00000051.wav	Male	Yes	music	Play Listen by Beyonce	[IN:PLAY_MUSIC Play [SL:MUSIC_TRACK_TITLE Listen ] by [SL:MUSIC_ARTIST_NAME Beyonce ] ]
00000061.wav	Male	Yes	music	play Outkast s new song	[IN:PLAY_MUSIC play [SL:MUSIC_ARTIST_NAME Outkast ] s new [SL:MUSIC_TYPE song ] ]
00000062.wav	Male	Yes	music	Skip to song number seven in the current track	[IN:SKIP_TRACK_MUSIC Skip to [SL:MUSIC_TYPE song ] number seven in the [SL:ORDINAL current ] [SL:MUSIC_TYPE track ] ]
00000063.wav	Male	Yes	music	play country music	[IN:PLAY_MUSIC play [SL:MUSIC_GENRE country ] [SL:MUSIC_TYPE music ] ]
00000064.wav	Male	Yes	music	Play the album this song is in	[IN:PLAY_MUSIC Play the [SL:MUSIC_TYPE album ] this [SL:MUSIC_TYPE song ] is in ]
00000065.wav	Male	Yes	music	change the channel on pandora	[IN:PLAY_MUSIC change the [SL:MUSIC_TYPE channel ] on [SL:MUSIC_PROVIDER_NAME pandora ] ]
00000066.wav	Male	Yes	music	repeat song	[IN:REPLAY_MUSIC repeat [SL:MUSIC_TYPE song ] ]
00000067.wav	Male	Yes	music	take this off my playlist	[IN:REMOVE_FROM_PLAYLIST_MUSIC take this off my [SL:MUSIC_TYPE playlist ] ]
00000068.wav	Male	Yes	music	Pause song please	[IN:PAUSE_MUSIC Pause [SL:MUSIC_TYPE song ] please ]
00000069.wav	Male	Yes	music	play the last track	[IN:PLAY_MUSIC play the last [SL:MUSIC_TYPE track ] ]
00000070.wav	Male	Yes	music	Repeat last song	[IN:PREVIOUS_TRACK_MUSIC Repeat [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] ]
00000071.wav	Female	Yes	music	Play Beyonce drunk in love song	[IN:PLAY_MUSIC Play [SL:MUSIC_ARTIST_NAME Beyonce ] [SL:MUSIC_TRACK_TITLE drunk in love ] [SL:MUSIC_TYPE song ] ]
00000072.wav	Female	Yes	music	I like this song	[IN:LIKE_MUSIC I like this [SL:MUSIC_TYPE song ] ]
00000073.wav	Female	Yes	music	Listen to my recently added playlist	[IN:PLAY_MUSIC Listen to my [SL:MUSIC_PLAYLIST_TITLE recently added ] [SL:MUSIC_TYPE playlist ] ]
00000074.wav	Female	Yes	music	play christian music	[IN:PLAY_MUSIC play [SL:MUSIC_GENRE christian ] [SL:MUSIC_TYPE music ] ]
00000075.wav	Female	Yes	music	please play smooth jazz	[IN:PLAY_MUSIC please play [SL:MUSIC_GENRE smooth jazz ] ]
00000076.wav	Female	Yes	music	skip this song	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE song ] ]
00000077.wav	Female	Yes	music	I want to listen to relaxing water sounds	[IN:PLAY_MUSIC I want to listen to [SL:MUSIC_GENRE relaxing water sounds ] ]
00000078.wav	Female	Yes	music	view Nils Frahm on spotify	[IN:PLAY_MUSIC view [SL:MUSIC_ARTIST_NAME Nils Frahm ] on [SL:MUSIC_PROVIDER_NAME spotify ] ]
00000079.wav	Female	Yes	music	re play previous track	[IN:PREVIOUS_TRACK_MUSIC re play [SL:ORDINAL previous ] [SL:MUSIC_TYPE track ] ]
00000080.wav	Female	Yes	music	Play gucci mane on Spotify	[IN:PLAY_MUSIC Play [SL:MUSIC_ARTIST_NAME gucci mane ] on [SL:MUSIC_PROVIDER_NAME Spotify ] ]
00000090.wav	Male	Yes	music	replay last two tracks	[IN:PREVIOUS_TRACK_MUSIC replay [SL:ORDINAL last ] two [SL:MUSIC_TYPE tracks ] ]
00000089.wav	Male	Yes	music	play the next track	[IN:SKIP_TRACK_MUSIC play the [SL:ORDINAL next ] [SL:MUSIC_TYPE track ] ]
00000088.wav	Male	Yes	music	Please put playlist on repeat	[IN:LOOP_MUSIC Please put [SL:MUSIC_TYPE playlist ] on repeat ]
00000087.wav	Male	Yes	music	Play the top hits of today	[IN:PLAY_MUSIC Play the [SL:MUSIC_PLAYLIST_TITLE top hits of today ] ]
00000086.wav	Male	Yes	music	Play me some neo soul music	[IN:PLAY_MUSIC Play me some [SL:MUSIC_GENRE neo soul ] [SL:MUSIC_TYPE music ] ]
00000085.wav	Male	Yes	music	Skip this song	[IN:SKIP_TRACK_MUSIC Skip this [SL:MUSIC_TYPE song ] ]
00000084.wav	Male	Yes	music	repeat last song	[IN:PREVIOUS_TRACK_MUSIC repeat [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] ]
00000083.wav	Male	Yes	music	Pause this music	[IN:PAUSE_MUSIC Pause this [SL:MUSIC_TYPE music ] ]
00000082.wav	Male	Yes	music	Repeat Fall on Me	[IN:REPLAY_MUSIC Repeat [SL:MUSIC_TRACK_TITLE Fall on Me ] ]
00000081.wav	Male	Yes	music	Skip to the next artist	[IN:SKIP_TRACK_MUSIC Skip to the [SL:ORDINAL next ] [SL:MUSIC_TYPE artist ] ]
00000091.wav	Female	Yes	music	Repeat last song	[IN:PREVIOUS_TRACK_MUSIC Repeat [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] ]
00000092.wav	Female	Yes	music	Can I hear the King Arthur soundtrack	[IN:PLAY_MUSIC Can I hear the [SL:MUSIC_ALBUM_TITLE King Arthur ] [SL:MUSIC_TYPE soundtrack ] ]
00000093.wav	Female	Yes	music	Skip to the next song	[IN:SKIP_TRACK_MUSIC Skip to the [SL:ORDINAL next ] [SL:MUSIC_TYPE song ] ]
00000094.wav	Female	Yes	music	Repeat the title song from Dear Evan Hansen	[IN:REPLAY_MUSIC Repeat the title [SL:MUSIC_TYPE song ] from [SL:MUSIC_ALBUM_TITLE Dear Evan Hansen ] ]
00000095.wav	Female	Yes	music	Don't play any Pink songs	[IN:REMOVE_FROM_PLAYLIST_MUSIC Don't play any [SL:MUSIC_ARTIST_NAME Pink ] [SL:MUSIC_TYPE songs ] ]
00000096.wav	Female	Yes	music	I want to hear the last song again	[IN:PREVIOUS_TRACK_MUSIC I want to hear the [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] again ]
00000097.wav	Female	Yes	music	do not play this	[IN:REMOVE_FROM_PLAYLIST_MUSIC do not play this ]
00000098.wav	Female	Yes	music	Play this song on repeat	[IN:LOOP_MUSIC Play this [SL:MUSIC_TYPE song ] on repeat ]
00000099.wav	Female	Yes	music	play some hip hop	[IN:PLAY_MUSIC play some [SL:MUSIC_GENRE hip hop ] ]
00000100.wav	Female	Yes	music	Can I listen to Loser by Falling in Reverse on Spotify	[IN:PLAY_MUSIC Can I listen to [SL:MUSIC_TRACK_TITLE Loser ] by [SL:MUSIC_ARTIST_NAME Falling in Reverse ] on [SL:MUSIC_PROVIDER_NAME Spotify ] ]
00000101.wav	Female	Yes	music	Skip this track	[IN:SKIP_TRACK_MUSIC Skip this [SL:MUSIC_TYPE track ] ]
00000102.wav	Female	Yes	music	neil diamond music	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME neil diamond ] [SL:MUSIC_TYPE music ] ]
00000103.wav	Female	Yes	music	pause song	[IN:PAUSE_MUSIC pause [SL:MUSIC_TYPE song ] ]
00000104.wav	Female	Yes	music	skip this song	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE song ] ]
00000105.wav	Female	Yes	music	I don't like this song	[IN:DISLIKE_MUSIC I don't like this [SL:MUSIC_TYPE song ] ]
00000106.wav	Female	Yes	music	Go back to the last song	[IN:PREVIOUS_TRACK_MUSIC Go back to the [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] ]
00000107.wav	Female	Yes	music	skip this song	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE song ] ]
00000108.wav	Female	Yes	music	Please play me some acoustic songs	[IN:PLAY_MUSIC Please play me some [SL:MUSIC_GENRE acoustic ] [SL:MUSIC_TYPE songs ] ]
00000109.wav	Female	Yes	music	play me the singles soundtrack	[IN:PLAY_MUSIC play me the [SL:MUSIC_TYPE singles ] [SL:MUSIC_TYPE soundtrack ] ]
00000110.wav	Female	Yes	music	Play only country music	[IN:PLAY_MUSIC Play only [SL:MUSIC_GENRE country ] [SL:MUSIC_TYPE music ] ]
00000111.wav	Female	Yes	music	Play the latest Jessica Simpson album	[IN:PLAY_MUSIC Play the latest [SL:MUSIC_ARTIST_NAME Jessica Simpson ] [SL:MUSIC_TYPE album ] ]
00000112.wav	Female	Yes	music	skip this song	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE song ] ]
00000113.wav	Female	Yes	music	Play me Country	[IN:PLAY_MUSIC Play me [SL:MUSIC_GENRE Country ] ]
00000114.wav	Female	Yes	music	repeat the song	[IN:REPLAY_MUSIC repeat the [SL:MUSIC_TYPE song ] ]
00000115.wav	Female	Yes	music	Play new age music	[IN:PLAY_MUSIC Play [SL:MUSIC_GENRE new age ] [SL:MUSIC_TYPE music ] ]
00000116.wav	Female	Yes	music	Play Disney music	[IN:PLAY_MUSIC Play [SL:MUSIC_GENRE Disney ] [SL:MUSIC_TYPE music ] ]
00000117.wav	Female	Yes	music	Can we play this music in another room	[IN:PLAY_MUSIC Can we play this [SL:MUSIC_TYPE music ] in another room ]
00000118.wav	Female	Yes	music	Create new playlist based on Castle on the Hill	[IN:CREATE_PLAYLIST_MUSIC Create new [SL:MUSIC_TYPE playlist ] based on [SL:MUSIC_TRACK_TITLE Castle on the Hill ] ]
00000119.wav	Female	Yes	music	Repeat current song	[IN:REPLAY_MUSIC Repeat current [SL:MUSIC_TYPE song ] ]
00000120.wav	Female	Yes	music	play rock	[IN:PLAY_MUSIC play [SL:MUSIC_GENRE rock ] ]
00000131.wav	Male	Yes	music	please play the latest justin bieber song	[IN:PLAY_MUSIC please play the latest [SL:MUSIC_ARTIST_NAME justin bieber ] [SL:MUSIC_TYPE song ] ]
00000132.wav	Male	Yes	music	Open Spotify and play John Mayer	[IN:PLAY_MUSIC Open [SL:MUSIC_PROVIDER_NAME Spotify ] and play [SL:MUSIC_ARTIST_NAME John Mayer ] ]
00000133.wav	Male	Yes	music	Find a station for calming music	[IN:PLAY_MUSIC Find a [SL:MUSIC_TYPE station ] for [SL:MUSIC_GENRE calming ] [SL:MUSIC_TYPE music ] ]
00000134.wav	Male	Yes	music	I'd like to hear some rap music	[IN:PLAY_MUSIC I'd like to hear some [SL:MUSIC_GENRE rap ] [SL:MUSIC_TYPE music ] ]
00000135.wav	Male	Yes	music	pause current song	[IN:PAUSE_MUSIC pause current [SL:MUSIC_TYPE song ] ]
00000136.wav	Male	Yes	music	start this song from the beginning	[IN:REPLAY_MUSIC start this [SL:MUSIC_TYPE song ] from the beginning ]
00000137.wav	Male	Yes	music	I want to listen to the latest by Katy Perry	[IN:PLAY_MUSIC I want to listen to the latest by [SL:MUSIC_ARTIST_NAME Katy Perry ] ]
00000138.wav	Male	Yes	music	skip this song	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE song ] ]
00000139.wav	Male	Yes	music	Shuffle slipknot	[IN:START_SHUFFLE_MUSIC Shuffle [SL:MUSIC_ARTIST_NAME slipknot ] ]
00000140.wav	Male	Yes	music	Repeat this song	[IN:REPLAY_MUSIC Repeat this [SL:MUSIC_TYPE song ] ]
00000141.wav	Female	Yes	music	Play songs from the seventy s	[IN:PLAY_MUSIC Play [SL:MUSIC_TYPE songs ] from the [SL:MUSIC_GENRE seventy ] s ]
00000142.wav	Female	Yes	music	Play my car playlist	[IN:PLAY_MUSIC Play my [SL:MUSIC_PLAYLIST_TITLE car ] [SL:MUSIC_TYPE playlist ] ]
00000143.wav	Female	Yes	music	I want to hear ninety s country music	[IN:PLAY_MUSIC I want to hear [SL:MUSIC_GENRE ninety ] s [SL:MUSIC_GENRE country ] [SL:MUSIC_TYPE music ] ]
00000144.wav	Female	Yes	music	play christian music	[IN:PLAY_MUSIC play [SL:MUSIC_GENRE christian ] [SL:MUSIC_TYPE music ] ]
00000145.wav	Female	Yes	music	skip to the next song	[IN:SKIP_TRACK_MUSIC skip to the [SL:ORDINAL next ] [SL:MUSIC_TYPE song ] ]
00000146.wav	Female	Yes	music	play some rock music	[IN:PLAY_MUSIC play some [SL:MUSIC_GENRE rock ] [SL:MUSIC_TYPE music ] ]
00000147.wav	Female	Yes	music	I want to hear some classical please	[IN:PLAY_MUSIC I want to hear some [SL:MUSIC_GENRE classical ] please ]
00000148.wav	Female	Yes	music	I would like to hear country music	[IN:PLAY_MUSIC I would like to hear [SL:MUSIC_GENRE country ] [SL:MUSIC_TYPE music ] ]
00000149.wav	Female	Yes	music	I want to hear the last song on the current sound track	[IN:PLAY_MUSIC I want to hear the last [SL:MUSIC_TYPE song ] on the current [SL:MUSIC_TYPE sound track ] ]
00000150.wav	Female	Yes	music	I want to hear Allman Brothers Band	[IN:PLAY_MUSIC I want to hear [SL:MUSIC_ARTIST_NAME Allman Brothers Band ] ]
00000151.wav	Female	Yes	music	Stop playing this song	[IN:STOP_MUSIC Stop playing this [SL:MUSIC_TYPE song ] ]
00000152.wav	Female	Yes	music	Play lullabies on Pandora	[IN:PLAY_MUSIC Play [SL:MUSIC_TRACK_TITLE lullabies ] on [SL:MUSIC_PROVIDER_NAME Pandora ] ]
00000153.wav	Female	Yes	music	Skip the next two tracks	[IN:SKIP_TRACK_MUSIC Skip the [SL:ORDINAL next ] two [SL:MUSIC_TYPE tracks ] ]
00000154.wav	Female	Yes	music	Please play me some r and b music	[IN:PLAY_MUSIC Please play me some [SL:MUSIC_GENRE r and b ] [SL:MUSIC_TYPE music ] ]
00000155.wav	Female	Yes	music	Repeat last song	[IN:PREVIOUS_TRACK_MUSIC Repeat [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] ]
00000157.wav	Female	Yes	music	Play some R B	[IN:PLAY_MUSIC Play some [SL:MUSIC_GENRE R B ] ]
00000158.wav	Female	Yes	music	Please play some Bach	[IN:PLAY_MUSIC Please play some [SL:MUSIC_ARTIST_NAME Bach ] ]
00000159.wav	Female	Yes	music	play some classical music	[IN:PLAY_MUSIC play some [SL:MUSIC_GENRE classical ] [SL:MUSIC_TYPE music ] ]
00000160.wav	Female	Yes	music	play some pop music	[IN:PLAY_MUSIC play some [SL:MUSIC_GENRE pop ] [SL:MUSIC_TYPE music ] ]
00000161.wav	Female	Yes	music	Play some music for me	[IN:PLAY_MUSIC Play some [SL:MUSIC_TYPE music ] for me ]
00000162.wav	Female	Yes	music	I WOULD LIKE TO HEAR NINE INCH NAILS NEW ALBUM	[IN:PLAY_MUSIC I WOULD LIKE TO HEAR [SL:MUSIC_ARTIST_NAME NINE INCH NAILS ] NEW [SL:MUSIC_TYPE ALBUM ] ]
00000163.wav	Female	Yes	music	Switch to CD seven	[IN:UNSUPPORTED_MUSIC Switch to CD seven ]
00000164.wav	Female	Yes	music	Fast Forward to track eight	[IN:SKIP_TRACK_MUSIC Fast Forward to [SL:MUSIC_TYPE track ] [SL:MUSIC_TRACK_TITLE eight ] ]
00000165.wav	Female	Yes	music	Skip current track	[IN:SKIP_TRACK_MUSIC Skip [SL:ORDINAL current ] [SL:MUSIC_TYPE track ] ]
00000166.wav	Female	Yes	music	Stop the music	[IN:STOP_MUSIC Stop the [SL:MUSIC_TYPE music ] ]
00000167.wav	Female	Yes	music	skip this song	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE song ] ]
00000168.wav	Female	Yes	music	Like this song	[IN:LIKE_MUSIC Like this [SL:MUSIC_TYPE song ] ]
00000169.wav	Female	Yes	music	I want to hear some Sade	[IN:PLAY_MUSIC I want to hear some [SL:MUSIC_ARTIST_NAME Sade ] ]
00000170.wav	Female	Yes	music	Play the last song again please	[IN:PREVIOUS_TRACK_MUSIC Play the [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] again please ]
00000171.wav	Male	Yes	music	Play reggae music only	[IN:PLAY_MUSIC Play [SL:MUSIC_GENRE reggae ] [SL:MUSIC_TYPE music ] only ]
00000176.wav	Male	Yes	music	play some pop music	[IN:PLAY_MUSIC play some [SL:MUSIC_GENRE pop ] [SL:MUSIC_TYPE music ] ]
00000180.wav	Male	Yes	music	skip this track please	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE track ] please ]
00000179.wav	Male	Yes	music	Skip to next track	[IN:SKIP_TRACK_MUSIC Skip to [SL:ORDINAL next ] [SL:MUSIC_TYPE track ] ]
00000178.wav	Male	Yes	music	Repeat song	[IN:REPLAY_MUSIC Repeat [SL:MUSIC_TYPE song ] ]
00000177.wav	Male	Yes	music	don't play this song again	[IN:REMOVE_FROM_PLAYLIST_MUSIC don't play this [SL:MUSIC_TYPE song ] again ]
00000175.wav	Male	Yes	music	Create a new station from this song	[IN:CREATE_PLAYLIST_MUSIC Create a new [SL:MUSIC_TYPE station ] from this [SL:MUSIC_TYPE song ] ]
00000174.wav	Male	Yes	music	Skip any classical music	[IN:SKIP_TRACK_MUSIC Skip any [SL:MUSIC_GENRE classical ] [SL:MUSIC_TYPE music ] ]
00000173.wav	Male	Yes	music	Play some jazz music	[IN:PLAY_MUSIC Play some [SL:MUSIC_GENRE jazz ] [SL:MUSIC_TYPE music ] ]
00000172.wav	Male	Yes	music	add current song to playlist	[IN:ADD_TO_PLAYLIST_MUSIC add current [SL:MUSIC_TYPE song ] to [SL:MUSIC_TYPE playlist ] ]
00000182.wav	Female	Yes	music	play stevie nicks gypsy	[IN:PLAY_MUSIC play [SL:MUSIC_ARTIST_NAME stevie nicks ] [SL:MUSIC_TRACK_TITLE gypsy ] ]
00000183.wav	Female	Yes	music	Can you replay the last song one more time	[IN:PREVIOUS_TRACK_MUSIC Can you replay the [SL:ORDINAL last ] [SL:MUSIC_TYPE song ] one more time ]
00000184.wav	Female	Yes	music	skip this song	[IN:SKIP_TRACK_MUSIC skip this [SL:MUSIC_TYPE song ] ]
00000185.wav	Female	Yes	music	I want to listen to eighty s music	[IN:PLAY_MUSIC I want to listen to [SL:MUSIC_GENRE eighty ] s [SL:MUSIC_TYPE music ] ]
00000186.wav	Female	Yes	music	Please play some gospel music	[IN:PLAY_MUSIC Please play some [SL:MUSIC_GENRE gospel ] [SL:MUSIC_TYPE music ] ]
00000187.wav	Female	Yes	music	Play screamo music	[IN:PLAY_MUSIC Play [SL:MUSIC_GENRE screamo ] [SL:MUSIC_TYPE music ] ]
00000188.wav	Female	Yes	music	skip the next track	[IN:SKIP_TRACK_MUSIC skip the [SL:ORDINAL next ] [SL:MUSIC_TYPE track ] ]
00000189.wav	Female	Yes	music	Please play some pop music	[IN:PLAY_MUSIC Please play some [SL:MUSIC_GENRE pop ] [SL:MUSIC_TYPE music ] ]
00000190.wav	Female	Yes	music	play lady gaga on spotify	[IN:PLAY_MUSIC play [SL:MUSIC_ARTIST_NAME lady gaga ] on [SL:MUSIC_PROVIDER_NAME spotify ] ]
00000191.wav	Male	Yes	music	Can I listen to Chris Brown s new song	[IN:PLAY_MUSIC Can I listen to [SL:MUSIC_ARTIST_NAME Chris Brown ] s new [SL:MUSIC_TYPE song ] ]
00000192.wav	Male	Yes	music	Play some trap music	[IN:PLAY_MUSIC Play some [SL:MUSIC_GENRE trap ] [SL:MUSIC_TYPE music ] ]
00000193.wav	Male	Yes	music	Favorite this	[IN:LIKE_MUSIC Favorite this ]
